customer_id,age,annual_income,employment_length_years,credit_history_years,credit_score,revolving_limit,credit_utilization,debt_to_income,delinquencies_2y,hard_inquiries_6m,open_accounts,loan_amount,term_months,apr,monthly_payment,purpose,region,defaulted
C100216,25,74137.34,1.8,2.5,613,15242.85,0.377,0.306,3,2,4,7400,36,0.111,242.52,major_purchase,Midwest,0
C100217,26,75426.17,1.1,0.5,585,20295.09,0.341,0.134,0,2,5,11500,36,0.127,385.92,credit_card,South,0
C100218,45,39426.51,1.7,5.2,433,9305.02,0.84,0.744,0,0,5,12700,60,0.289,402.54,small_business,South,1
C100219,69,81823.28,5.3,14.0,592,19698.21,0.502,0.057,2,1,3,6600,36,0.121,219.56,medical,West,0
C100220,27,60380.87,0.2,3.5,538,10522.05,0.415,0.468,1,4,7,13900,36,0.204,519.6,medical,Northeast,0
C100221,45,46518.75,5.1,8.9,527,5645.22,0.457,0.505,3,3,8,4400,60,0.183,112.39,credit_card,Northeast,1
C100222,59,42407.55,10.2,16.8,501,500.0,0.458,0.509,1,2,11,10300,36,0.21,388.09,credit_card,West,0
C100223,31,250000.0,4.6,4.2,600,60000.0,0.531,0.02,1,0,8,24600,36,0.123,820.3,small_business,South,0
C100224,59,56231.37,9.4,15.3,527,9859.59,0.557,0.435,1,1,10,11900,36,0.195,439.5,other,South,0
C100225,37,29167.21,4.9,3.8,453,7392.44,0.731,0.827,1,4,2,11200,36,0.275,460.11,home_improvement,West,1
C100226,64,44272.58,11.2,11.2,575,7110.27,0.526,0.505,5,1,4,6200,36,0.155,216.38,car,Midwest,0
C100227,52,63182.35,3.3,8.3,613,25802.73,0.745,0.322,1,1,9,11600,36,0.152,402.98,credit_card,South,0
C100228,50,87799.35,7.3,7.2,597,34539.98,0.486,0.34,4,0,10,14400,36,0.148,497.82,small_business,Northeast,0
C100229,30,88192.8,0.0,3.7,629,4715.64,0.85,0.081,3,2,7,38800,36,0.145,1334.72,other,Northeast,0
C100230,46,94304.16,2.6,3.2,588,28905.57,0.321,0.02,2,2,4,24200,36,0.098,779.05,debt_consolidation,Northeast,1
C100231,67,45591.17,2.0,18.1,595,13898.08,0.142,0.74,1,1,14,9700,60,0.172,241.9,medical,South,0
C100232,22,78384.76,3.8,0.5,527,22807.23,0.917,0.237,1,2,10,24000,36,0.199,890.23,debt_consolidation,West,0
C100233,61,40147.27,7.8,12.4,592,12344.12,0.465,0.326,1,1,11,1600,36,0.146,55.14,debt_consolidation,Northeast,0
C100234,47,46227.91,0.0,11.4,556,5024.85,0.332,0.692,3,4,6,4900,36,0.188,179.15,debt_consolidation,Midwest,0
C100235,59,39238.07,7.4,15.8,597,14682.89,0.267,0.722,2,1,8,8400,36,0.165,297.42,credit_card,South,1
C100236,56,33810.57,5.6,15.6,569,5712.84,0.268,0.693,1,2,9,7900,36,0.169,281.18,home_improvement,Northeast,0
C100237,44,116711.2,6.0,6.6,617,18635.39,0.508,0.12,2,2,6,25600,60,0.135,588.75,other,South,0
C100238,37,94928.47,4.1,7.8,623,17984.38,0.381,0.021,0,0,5,11700,60,0.11,254.21,credit_card,South,0
C100239,54,111224.78,12.1,10.4,623,29037.13,0.788,0.341,1,3,2,17100,60,0.161,417.2,debt_consolidation,West,0
C100240,28,66420.75,2.0,3.6,526,8775.49,0.769,0.342,3,0,8,4800,36,0.215,182.14,credit_card,South,1
C100241,52,99646.76,1.8,7.2,628,9698.19,0.579,0.038,1,1,11,27400,36,0.107,892.98,small_business,Northeast,0
C100242,26,24672.22,1.6,8.4,487,8220.84,0.831,0.507,7,2,6,3600,36,0.236,140.49,debt_consolidation,Northeast,1
C100243,56,104489.38,9.4,6.1,544,15634.15,0.591,0.02,4,1,7,35300,36,0.152,1226.4,medical,South,0
C100244,54,71650.72,3.0,12.2,610,12425.68,0.551,0.089,1,3,4,19200,36,0.125,642.16,car,South,0
C100245,25,91771.11,2.0,2.3,600,25722.01,0.349,0.321,3,0,10,9300,36,0.138,317.05,debt_consolidation,Northeast,0
C100246,61,80109.95,7.4,10.2,665,32501.65,0.417,0.253,2,1,12,7800,60,0.095,163.86,small_business,South,0
C100247,43,37769.69,4.0,6.1,520,7869.66,0.521,0.356,2,3,4,6400,36,0.181,231.79,debt_consolidation,South,1
C100248,63,28516.0,4.5,11.7,443,3602.71,0.773,0.865,6,0,9,8200,36,0.277,337.74,debt_consolidation,Northeast,1
C100249,23,43937.03,0.0,2.4,455,11726.24,0.552,0.458,0,1,6,6100,36,0.247,241.44,other,Northeast,1
C100250,30,88685.09,2.9,1.7,553,11847.99,0.545,0.242,3,4,8,19600,36,0.161,690.26,medical,Northeast,0
C100251,47,95005.76,0.4,4.3,633,20636.81,0.342,0.057,0,1,6,16100,60,0.094,337.44,major_purchase,South,0
C100252,31,30631.2,0.2,8.0,462,7721.57,0.756,0.422,4,0,7,2600,36,0.245,102.75,other,Midwest,0
C100253,38,37893.61,0.0,3.0,511,1449.41,0.701,0.755,4,2,10,7800,36,0.24,305.91,credit_card,South,1
C100254,56,43667.65,6.3,0.5,461,2215.37,0.897,0.487,2,4,8,12200,36,0.246,482.67,debt_consolidation,South,1
C100255,28,53403.14,4.8,0.5,531,9481.18,0.635,0.561,3,3,9,6600,60,0.189,170.97,debt_consolidation,Northeast,0
C100256,57,30730.61,4.2,4.1,423,8681.89,0.849,0.924,3,4,5,1800,60,0.32,60.5,debt_consolidation,West,1
C100257,26,29733.04,3.2,0.5,427,3297.07,0.968,1.064,6,3,6,6500,60,0.33,222.6,credit_card,South,1
C100258,30,41362.63,9.0,2.9,447,4464.23,1.0,0.274,5,2,11,3600,36,0.253,143.79,other,Northeast,1
C100259,52,68157.89,8.5,9.2,646,26633.27,0.579,0.025,0,3,10,11400,60,0.085,234.02,home_improvement,West,0
C100260,63,33955.82,9.0,10.3,484,8485.33,0.511,0.623,4,2,8,8700,36,0.227,335.33,debt_consolidation,Midwest,1
C100261,30,60989.11,4.2,3.6,491,6007.83,0.714,0.127,4,0,6,9100,36,0.177,327.57,credit_card,Northeast,0
C100262,37,116348.65,0.0,1.1,515,28146.25,0.15,0.252,0,3,9,6800,36,0.131,229.32,debt_consolidation,Midwest,0
C100263,70,31766.38,0.0,18.1,513,13153.23,0.595,0.449,3,1,4,5700,36,0.198,211.18,debt_consolidation,West,0
C100264,74,58023.15,10.7,23.0,585,7972.02,0.362,0.273,1,0,6,15000,36,0.13,505.55,medical,West,0
C100265,52,114205.96,7.1,7.9,639,29981.48,0.548,0.02,2,1,7,18400,36,0.115,607.02,home_improvement,Northeast,0
C100266,45,51642.23,5.9,5.6,529,5776.84,0.289,0.273,4,2,7,10200,36,0.163,359.89,debt_consolidation,Northeast,0
C100267,39,47411.7,1.1,5.4,564,2203.42,0.257,0.848,3,2,4,12700,36,0.201,472.33,small_business,Midwest,0
C100268,54,123261.73,4.1,7.9,604,15779.23,0.329,0.02,1,1,10,11200,36,0.096,359.38,home_improvement,West,0
C100269,52,54925.41,8.6,5.2,579,13898.19,0.349,0.178,2,1,6,11900,36,0.127,399.06,debt_consolidation,South,0
C100270,36,119326.03,3.7,7.0,577,28235.51,0.499,0.098,1,3,8,40000,60,0.13,910.86,car,Midwest,0
C100271,22,82295.65,0.5,2.6,513,3836.15,0.464,0.02,1,2,4,16000,36,0.149,554.1,debt_consolidation,South,0
C100272,29,53829.56,0.0,1.6,489,13653.79,0.637,0.44,1,1,10,18000,36,0.216,683.77,small_business,South,1
C100273,72,84623.93,11.4,18.9,595,15516.14,0.495,0.022,2,1,8,16100,60,0.137,372.21,debt_consolidation,Northeast,0
C100274,43,77527.64,4.4,3.0,521,7840.62,0.582,0.53,2,1,8,24800,36,0.21,934.84,other,South,0
C100275,47,113962.88,6.0,4.1,603,41327.09,0.281,0.021,0,1,6,6300,60,0.094,132.01,credit_card,South,0
C100276,46,48076.68,3.4,4.7,511,9779.67,0.687,0.204,2,2,8,12600,36,0.186,459.17,debt_consolidation,Northeast,0
C100277,63,66489.94,5.1,11.4,609,20278.94,0.481,0.379,1,0,15,20400,60,0.146,480.91,other,West,0
C100278,24,62837.6,2.7,2.1,558,14038.48,0.894,0.516,4,2,8,6000,36,0.222,229.88,credit_card,South,0
C100279,25,95743.12,0.0,4.3,525,15457.14,0.293,0.277,3,2,7,17600,36,0.144,605.24,debt_consolidation,South,0
C100280,35,36985.97,3.2,6.6,516,9707.6,0.559,0.609,4,2,5,11900,36,0.21,448.31,debt_consolidation,Midwest,1
C100281,47,113718.34,3.7,9.9,586,19314.46,0.472,0.09,4,1,6,32200,36,0.125,1077.1,debt_consolidation,South,0
C100282,57,84004.31,3.3,9.2,592,14431.52,0.806,0.588,2,5,8,28700,36,0.209,1080.28,car,Midwest,0
C100283,47,31502.86,1.7,6.0,406,3885.98,0.669,1.2,8,1,6,11800,36,0.327,518.51,debt_consolidation,South,1
C100284,44,126334.33,8.1,6.6,632,34683.63,0.906,0.073,2,1,12,21600,60,0.133,494.43,major_purchase,South,1
C100285,71,222102.38,13.4,5.2,544,60000.0,0.733,0.02,2,0,6,40000,36,0.156,1398.34,debt_consolidation,South,0
C100286,29,112775.14,4.5,0.5,527,37579.67,0.547,0.02,3,2,8,4500,36,0.16,158.24,home_improvement,Midwest,0
C100287,51,142483.88,5.6,8.8,586,19893.94,0.476,0.02,1,2,9,36000,36,0.14,1230.89,car,West,0
C100288,50,68124.81,4.7,11.5,602,11071.46,0.464,0.045,2,3,9,15600,36,0.099,502.72,credit_card,Midwest,0
C100289,46,26064.12,2.9,10.5,478,9143.47,0.673,0.751,2,2,7,8900,36,0.259,358.32,home_improvement,West,0
C100290,64,23573.45,13.8,13.1,514,3946.55,0.602,0.71,3,2,10,8000,36,0.235,311.6,other,South,1
C100291,35,74789.87,2.3,0.5,546,20730.82,0.473,0.278,1,0,9,12600,60,0.156,303.67,credit_card,South,1
C100292,72,46936.65,2.3,12.3,595,7051.69,0.796,0.638,3,1,14,15400,36,0.19,564.6,medical,West,1
C100293,38,39305.73,6.5,8.1,528,11672.0,0.51,0.269,3,3,13,3700,36,0.16,129.99,car,West,1
C100294,50,62795.07,5.3,14.4,572,21615.84,0.239,0.25,2,1,8,10700,36,0.125,358.06,major_purchase,West,0
C100295,49,91191.27,6.4,8.8,591,12539.15,0.379,0.175,3,4,7,16900,36,0.126,566.36,car,West,0
C100296,66,29235.12,8.4,8.5,535,500.0,0.781,0.35,1,1,7,4000,60,0.195,104.83,car,Midwest,0
C100297,44,50780.1,6.2,9.3,604,20535.67,0.113,0.518,1,4,3,2600,36,0.133,88.01,small_business,Midwest,0
C100298,36,149129.66,7.3,3.6,619,21768.96,0.698,0.02,0,2,7,40000,36,0.129,1346.03,debt_consolidation,Midwest,0
C100299,22,35980.56,0.0,6.1,522,4593.42,0.28,0.465,1,1,12,9100,60,0.172,227.38,debt_consolidation,South,0
C100300,40,104873.61,2.8,3.9,601,19598.82,0.656,0.02,2,1,6,36100,36,0.118,1196.16,home_improvement,South,0
C100301,65,49788.57,2.8,10.7,576,6226.14,0.366,0.186,0,1,6,12500,36,0.15,433.08,credit_card,South,0
C100302,21,87757.19,0.0,1.1,564,9750.24,0.769,0.103,2,2,9,17600,36,0.161,619.89,major_purchase,Northeast,0
C100303,69,118856.56,10.1,12.3,698,22268.5,0.526,0.025,0,3,10,10000,36,0.071,309.16,debt_consolidation,Midwest,0
C100304,50,97718.63,1.8,3.1,561,8783.6,0.31,0.185,0,0,2,5600,36,0.141,191.77,other,Midwest,0
C100305,28,107170.93,3.5,1.6,581,35052.01,0.851,0.02,1,1,7,40000,60,0.166,985.44,home_improvement,Midwest,0
C100306,37,34501.78,5.5,9.0,444,7561.65,0.98,0.564,1,3,5,4000,36,0.277,164.84,credit_card,South,1
C100307,50,119929.02,4.7,5.4,549,33384.6,0.949,0.106,1,3,4,20900,36,0.184,759.29,debt_consolidation,West,0
C100308,38,40666.56,3.1,3.9,553,11417.9,0.436,0.449,3,2,2,8900,36,0.169,316.89,car,West,0
C100309,26,74973.54,0.0,5.2,598,20767.61,0.544,0.26,0,4,5,13100,36,0.134,444.12,debt_consolidation,Northeast,0
C100310,56,74920.13,6.2,12.0,609,26194.92,0.467,0.363,1,3,9,12300,36,0.147,424.87,medical,South,0
C100311,57,84877.13,5.3,16.4,636,15057.66,0.245,0.212,3,0,11,23100,36,0.095,740.44,home_improvement,South,0
C100312,27,78234.71,0.7,2.3,513,5627.07,0.694,0.234,3,0,8,18300,36,0.183,664.07,car,Midwest,0
C100313,36,40865.73,0.0,1.2,461,9691.71,0.554,0.665,1,1,10,5200,60,0.254,153.95,debt_consolidation,South,0
C100314,34,30937.23,0.0,5.9,419,946.48,1.0,0.737,4,2,11,5900,36,0.311,254.01,debt_consolidation,Midwest,1
C100315,56,105022.97,9.8,4.9,581,18357.47,0.631,0.02,1,0,8,8800,36,0.116,290.51,car,South,0
C100316,60,71994.97,8.1,10.2,630,26525.25,0.134,0.607,0,0,8,5800,36,0.142,198.71,home_improvement,Midwest,0
C100317,60,122308.25,2.1,15.6,661,52115.27,0.591,0.02,3,1,11,14300,36,0.107,466.37,medical,Midwest,0
C100318,71,63420.31,5.0,16.9,665,17815.45,0.156,0.822,2,1,9,10700,36,0.13,360.33,home_improvement,South,0
C100319,62,30010.49,2.5,16.5,520,3951.64,0.403,0.434,2,3,9,9400,36,0.19,344.54,major_purchase,Northeast,0
C100320,38,110582.14,5.6,6.3,517,23613.84,0.478,0.02,1,1,5,20100,60,0.155,483.61,debt_consolidation,West,0
C100321,26,53020.75,2.2,0.5,580,7657.18,0.527,0.378,4,0,9,10100,36,0.16,354.93,other,West,0
C100322,54,78452.17,8.2,6.0,556,9081.01,0.43,0.193,2,3,17,15700,60,0.146,370.16,credit_card,South,0
C100323,70,45526.05,11.0,9.6,552,13833.09,0.85,0.403,3,3,11,4100,36,0.191,150.53,home_improvement,South,0
C100324,73,160573.73,12.9,12.8,648,30947.95,0.17,0.02,0,2,7,25100,36,0.064,767.63,debt_consolidation,Northeast,0
C100325,33,40136.12,0.0,3.4,493,6960.2,0.542,0.431,1,0,13,16100,36,0.192,592.1,debt_consolidation,Northeast,0
C100326,33,53990.11,0.0,5.7,546,13262.58,0.542,0.469,1,2,7,5200,36,0.185,189.42,home_improvement,South,0
C100327,23,68957.06,0.3,1.1,547,14761.74,0.512,0.915,4,1,3,22500,36,0.226,866.66,home_improvement,South,1
C100328,28,35647.78,2.7,0.5,408,2737.57,0.699,0.376,0,0,4,4100,60,0.25,120.4,debt_consolidation,Northeast,0
C100329,50,77958.22,3.9,8.1,691,37274.76,0.642,0.02,5,2,8,8200,36,0.086,259.05,other,Midwest,0
C100330,50,157738.41,7.0,10.5,659,54532.42,0.391,0.02,0,4,6,10200,36,0.073,316.2,small_business,South,0
C100331,41,49631.87,0.0,3.0,515,18971.82,0.809,0.572,3,2,10,10400,36,0.232,403.88,medical,Midwest,0
C100332,37,80778.9,6.2,4.3,640,13179.61,0.799,0.21,0,1,8,14200,36,0.161,499.96,medical,West,0
C100333,65,18000.0,10.3,7.8,414,1352.41,0.997,0.783,3,4,4,4900,60,0.292,156.04,credit_card,Northeast,1
C100334,45,63623.07,0.0,5.1,590,14307.38,0.444,0.125,0,1,11,13100,36,0.125,438.01,debt_consolidation,Midwest,0
C100335,64,54719.16,10.7,21.8,573,16673.65,0.291,0.405,0,3,15,7900,60,0.149,187.54,credit_card,Midwest,0
C100336,73,41438.63,13.8,22.0,566,10347.73,1.0,0.533,2,1,6,4300,36,0.223,164.99,home_improvement,West,1
C100337,38,117823.18,3.4,2.0,592,17679.01,0.555,0.02,1,1,2,28300,36,0.113,929.88,debt_consolidation,West,0
C100338,31,54323.3,5.7,7.0,473,13780.21,0.361,0.816,4,1,4,9000,60,0.257,267.79,debt_consolidation,Midwest,1
C100339,72,58955.01,10.7,21.3,552,20814.94,0.754,0.232,2,2,5,14000,36,0.152,486.99,debt_consolidation,South,0
C100340,55,52822.18,3.7,5.6,596,7498.96,0.938,0.565,4,1,9,15900,60,0.217,436.15,credit_card,South,0
C100341,36,22649.52,1.5,0.5,405,7080.84,0.738,0.584,5,2,5,7500,36,0.279,309.94,debt_consolidation,Northeast,1
C100342,54,34875.85,2.4,3.9,539,13132.83,0.478,0.707,5,6,6,1600,60,0.22,44.23,debt_consolidation,South,0
C100343,48,110276.26,6.2,5.9,646,7524.29,0.331,0.02,0,1,12,7200,36,0.074,223.57,credit_card,West,0
C100344,69,20366.97,15.8,12.3,469,9315.24,1.0,0.554,3,4,8,6500,36,0.265,263.72,car,South,0
C100345,34,42645.16,0.6,4.3,488,12049.63,0.342,0.616,3,1,8,2200,60,0.217,60.41,credit_card,Midwest,0
C100346,74,52171.75,5.6,12.2,634,20404.73,0.321,0.256,2,1,7,4400,60,0.105,94.47,debt_consolidation,West,0
C100347,71,169589.24,10.5,2.2,656,56606.36,0.708,0.02,1,0,2,29900,36,0.114,984.46,debt_consolidation,West,0
C100348,30,99198.15,1.6,3.1,568,35473.83,0.683,0.02,1,0,14,11400,36,0.144,392.0,car,Midwest,0
C100349,29,47843.89,2.9,5.3,578,5753.3,0.847,0.153,2,2,5,6400,36,0.155,223.57,debt_consolidation,Midwest,0
C100350,49,133202.4,1.0,9.6,666,39926.56,0.388,0.02,0,1,4,33600,36,0.064,1028.51,small_business,Midwest,0
C100351,23,43254.6,2.0,0.5,524,8539.34,0.891,0.489,7,1,7,7100,36,0.229,274.31,medical,West,1
C100352,37,113226.72,3.9,4.6,595,41562.25,0.382,0.02,1,1,10,15100,36,0.113,496.32,debt_consolidation,South,0
C100353,44,30784.3,4.6,0.5,413,3814.31,0.689,0.658,6,3,7,12700,36,0.265,515.15,small_business,Northeast,1
C100354,73,117293.47,10.7,14.5,606,36863.06,0.511,0.306,0,0,12,18400,36,0.125,615.23,home_improvement,Midwest,0
C100355,74,51988.04,8.6,13.4,534,748.52,0.529,0.111,1,2,11,12800,60,0.177,322.78,credit_card,West,0
C100356,29,36918.4,5.7,0.5,526,4736.0,0.771,0.609,4,1,7,3700,60,0.236,105.61,other,South,0
C100357,69,57682.76,12.9,14.5,596,16192.8,0.726,0.225,2,1,7,16100,36,0.152,559.78,home_improvement,Midwest,0
C100358,25,75711.24,0.8,2.7,520,14697.48,0.468,0.139,2,4,8,20200,36,0.171,721.68,major_purchase,Midwest,0
C100359,61,49515.0,2.0,5.5,565,12217.08,0.955,0.43,2,1,5,3900,36,0.234,151.72,small_business,South,1
C100360,66,88151.92,5.5,10.9,606,27048.53,0.67,0.42,2,2,9,22100,60,0.173,552.56,other,South,0
C100361,69,47169.18,6.2,19.9,548,9192.39,0.493,0.618,7,0,6,3400,60,0.197,89.57,major_purchase,Northeast,1
C100362,33,91431.69,2.5,7.6,679,18861.95,0.684,0.02,1,2,8,22200,36,0.1,716.21,major_purchase,West,0
C100363,69,82897.87,6.6,11.8,576,15079.67,1.0,0.193,0,0,8,16800,36,0.193,618.51,debt_consolidation,Northeast,0
C100364,27,62858.09,5.0,2.9,552,21664.17,0.308,0.374,2,0,4,8600,60,0.16,209.29,car,Northeast,0
C100365,49,50989.87,0.8,12.5,554,4521.79,0.905,0.526,3,2,10,11600,36,0.217,441.39,debt_consolidation,South,0
C100366,46,70649.76,4.6,4.9,543,15081.27,0.26,0.543,2,2,10,5300,36,0.16,186.39,other,Midwest,0
C100367,38,87972.73,2.5,7.0,549,27774.74,0.446,0.112,2,2,18,25700,36,0.151,891.74,other,Midwest,0
C100368,22,202022.04,0.0,0.5,578,60000.0,0.568,0.02,1,2,6,40000,60,0.131,911.85,debt_consolidation,Northeast,0
C100369,62,108969.55,11.1,9.6,595,34044.53,0.813,0.02,2,1,8,40000,36,0.14,1367.36,major_purchase,South,0
C100370,39,111183.47,2.7,4.5,611,25783.87,0.197,0.024,1,1,13,28700,36,0.091,914.06,home_improvement,West,0
C100371,56,250000.0,9.3,14.7,648,60000.0,0.394,0.02,2,2,9,40000,36,0.082,1256.66,major_purchase,Northeast,0
C100372,43,86328.9,6.6,5.4,576,28023.31,0.848,0.245,1,3,4,36400,36,0.188,1330.48,home_improvement,South,1
C100373,41,84854.77,4.3,7.6,572,33902.28,0.569,0.115,1,2,7,24600,60,0.139,570.99,debt_consolidation,South,0
C100374,68,95736.11,7.1,17.3,690,29023.19,0.042,0.02,0,0,7,21400,36,0.031,623.41,credit_card,South,0
C100375,26,37317.26,0.0,5.9,518,6795.39,0.648,0.69,1,2,10,5700,60,0.233,161.73,debt_consolidation,Midwest,0
C100376,60,50919.27,12.0,5.8,513,14773.66,0.918,0.548,3,5,7,15100,36,0.242,594.16,other,South,1
C100377,61,49204.95,8.2,4.0,471,5879.79,0.5,0.561,1,3,6,3100,36,0.222,118.69,small_business,South,0
C100378,41,92811.91,0.2,10.0,555,23852.66,0.536,0.281,3,2,8,8100,36,0.172,289.61,debt_consolidation,South,0
C100379,35,59062.21,3.2,6.3,600,11786.12,0.827,0.431,1,6,7,20700,36,0.196,765.3,major_purchase,West,0
C100380,21,70134.17,1.1,1.3,579,18835.08,0.861,0.337,2,0,8,16900,36,0.194,623.18,debt_consolidation,Midwest,0
C100381,71,118212.91,11.4,13.2,677,26401.88,0.211,0.02,0,2,15,12800,60,0.07,253.71,major_purchase,West,0
C100382,72,104493.01,5.6,9.6,620,16462.43,0.389,0.085,1,0,12,17800,36,0.086,563.07,home_improvement,West,0
C100383,34,59468.14,4.4,2.9,566,7270.67,0.202,0.467,0,2,4,4800,36,0.135,162.98,credit_card,South,0
C100384,22,44965.25,0.9,2.0,530,4936.74,0.699,0.455,1,1,6,3500,36,0.21,131.93,credit_card,Midwest,0
C100385,27,121363.28,0.0,0.5,569,28762.57,0.377,0.02,0,1,7,31800,36,0.115,1048.28,credit_card,Northeast,0
C100386,24,99487.04,0.0,2.0,560,18451.67,0.193,0.118,1,1,6,13800,36,0.124,460.91,debt_consolidation,South,0
C100387,65,26868.27,5.9,17.0,466,3303.35,0.22,0.856,3,2,18,3200,36,0.253,127.78,debt_consolidation,South,1
C100388,69,54715.8,8.0,15.3,604,19445.9,0.792,0.263,0,3,14,7500,36,0.16,263.77,debt_consolidation,Midwest,0
C100389,29,71194.87,3.3,4.7,588,6639.45,0.338,0.689,1,0,15,11000,60,0.184,281.48,medical,South,0
C100390,61,99757.64,15.0,6.6,589,13981.96,0.299,0.02,1,1,5,10000,60,0.089,207.18,debt_consolidation,South,0
C100391,30,107226.46,0.0,3.6,574,16485.19,0.499,0.155,0,0,7,17600,60,0.146,414.84,car,South,0
C100392,40,75984.97,2.5,5.1,569,23247.05,0.737,0.173,1,0,8,20600,60,0.155,496.0,credit_card,Midwest,1
C100393,53,89682.3,5.3,8.6,639,12086.13,0.497,0.232,2,2,8,22500,36,0.129,757.01,home_improvement,West,0
C100394,59,67333.81,7.7,9.1,546,5940.09,0.693,0.169,3,3,7,11800,36,0.181,427.41,debt_consolidation,Northeast,1
C100395,68,44869.97,5.5,14.7,521,5608.1,0.751,0.502,3,1,11,5500,36,0.228,212.31,home_improvement,South,1
C100396,23,56299.85,1.0,0.9,483,4638.44,0.688,0.687,9,1,6,15200,60,0.253,449.03,debt_consolidation,South,0
C100397,31,65682.49,1.7,5.7,563,17736.69,0.466,0.183,0,2,6,16700,36,0.158,585.33,credit_card,West,0
C100398,36,63771.97,1.9,6.2,580,18225.2,0.386,0.433,2,1,10,4400,36,0.156,153.73,car,Northeast,0
C100399,37,23042.08,0.0,8.4,427,8790.38,0.587,0.399,2,1,5,3000,60,0.245,87.25,credit_card,Midwest,0
C100400,74,52235.98,6.6,18.4,617,10603.2,0.667,0.343,1,3,8,16300,60,0.156,392.73,car,South,1
C100401,62,67040.73,7.0,9.0,644,23195.96,0.859,0.041,2,1,10,2700,36,0.141,92.39,debt_consolidation,South,0
C100402,38,55680.71,6.7,3.7,549,22554.69,0.616,0.414,4,0,9,17600,36,0.173,630.18,credit_card,South,0
C100403,73,56748.78,13.9,14.2,632,20459.57,0.461,0.183,0,4,7,13900,36,0.118,460.38,debt_consolidation,South,0
C100404,47,85011.16,5.6,7.4,569,24213.39,0.641,0.479,2,2,7,29500,36,0.187,1077.61,debt_consolidation,Midwest,0
C100405,48,35908.03,0.0,13.1,494,11548.79,0.685,0.391,2,1,9,7000,36,0.219,266.8,car,South,0
C100406,44,26548.26,4.5,9.5,498,3431.74,0.47,0.488,2,1,9,3500,36,0.21,131.82,credit_card,Midwest,0
C100407,28,53672.13,4.0,4.0,530,10082.6,0.407,0.372,2,1,4,18900,36,0.166,670.15,other,South,0
C100408,71,98953.51,13.4,6.2,568,30045.97,0.225,0.269,2,3,5,11700,36,0.126,392.12,debt_consolidation,Northeast,0
C100409,21,164439.29,3.6,0.8,626,20405.38,0.656,0.02,3,2,8,31700,36,0.127,1063.15,debt_consolidation,Northeast,0
C100410,30,99938.78,0.4,4.0,594,25961.13,0.401,0.203,1,1,4,4100,36,0.144,140.87,home_improvement,West,0
C100411,33,28986.85,0.0,2.9,467,6050.21,0.58,0.31,3,3,6,7800,36,0.201,290.37,debt_consolidation,South,1
C100412,36,57201.8,2.1,5.4,526,14077.25,0.504,0.201,2,1,8,14700,36,0.156,514.25,credit_card,South,0
C100413,28,74853.75,1.8,3.1,620,16905.42,0.347,0.422,2,2,4,3200,36,0.161,112.61,debt_consolidation,Northeast,0
C100414,21,71669.29,4.4,5.0,566,17095.73,0.501,0.466,1,3,9,8800,36,0.179,317.56,debt_consolidation,South,0
C100415,57,87444.54,7.8,11.6,661,15078.37,0.482,0.02,0,1,7,21300,36,0.084,671.5,debt_consolidation,West,0
C100416,73,39252.31,10.2,9.2,501,5632.13,0.605,0.446,5,0,5,4500,36,0.204,168.13,debt_consolidation,Northeast,1
C100417,27,67363.68,0.9,3.4,560,11594.49,0.577,0.563,3,2,3,8800,36,0.201,327.66,credit_card,South,0
C100418,37,81905.39,2.2,8.9,628,11632.07,0.326,0.217,1,2,5,8300,36,0.105,269.76,home_improvement,South,0
C100419,48,102361.05,6.8,12.5,705,44953.93,0.0,0.02,0,0,6,5900,36,0.03,171.58,debt_consolidation,South,0
C100420,71,41730.92,7.8,8.0,508,11117.75,0.602,0.377,5,3,4,9500,36,0.229,367.41,debt_consolidation,South,1
C100421,58,53761.14,3.8,12.4,589,21109.56,0.419,0.224,1,2,9,6700,36,0.138,228.42,credit_card,Northeast,0
C100422,62,18000.0,7.8,12.6,495,6886.36,0.435,0.848,2,1,6,7000,60,0.225,195.17,debt_consolidation,Midwest,0
C100423,52,46181.68,3.1,6.8,481,7938.86,0.483,0.436,2,3,10,4800,36,0.209,180.65,other,South,1
C100424,43,48713.64,5.7,7.2,465,10753.61,0.4,0.472,2,4,7,15700,60,0.224,437.42,debt_consolidation,Midwest,0
C100425,31,37099.96,0.0,1.9,430,10833.13,0.709,0.273,2,2,7,15200,60,0.229,427.48,home_improvement,West,1
C100426,67,71198.66,2.2,15.6,653,500.0,0.606,0.222,2,2,15,19200,60,0.137,443.67,other,West,0
C100427,64,63030.41,10.8,13.3,664,14129.87,0.767,0.337,5,0,13,8900,36,0.129,299.4,debt_consolidation,South,0
C100428,22,18761.74,0.5,0.5,374,2366.68,0.837,0.932,4,2,11,3900,60,0.359,140.58,medical,West,1
C100429,59,73179.6,4.6,12.8,574,22509.89,0.453,0.371,6,3,9,5200,36,0.167,184.57,debt_consolidation,Midwest,0
C100430,25,39009.65,1.5,0.5,520,13152.22,0.483,0.513,1,2,8,6900,36,0.217,262.49,debt_consolidation,South,1
C100431,60,84903.57,6.9,8.6,589,26518.74,0.326,0.02,0,2,12,24700,36,0.11,808.1,credit_card,West,0
C100432,65,32116.47,3.2,14.8,502,7050.24,0.523,0.387,0,1,10,2500,60,0.191,64.97,medical,South,0
